userid;badgenumber;editan;id;nik;tgl;kdjamkerja;kdregu;shift;shiftke;jam_masuk;jam_masuk_min;jam_masuk_max;jam_pulang;jam_pulang_min;jam_pulang_max;keterangan;status;kdhari_masuk;kdhari_pulang;jam_masuk_absen;jam_pulang_absen
;;;1124440;0919.359       ;2021-04-07;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:26:23;17:22:09
;;;1124441;0919.359       ;2021-04-08;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:28:11;17:21:54
;;;1124442;0919.359       ;2021-04-09;NC2  ;NC    ;;1;07:30:00;06:00:00;;16:00:00;;23:59:00;;;;;07:23:01;16:29:42
;;;1124443;0919.359       ;2021-04-10;NC3  ;NC    ;;1;07:30:00;06:00:00;;12:30:00;;23:59:00;;;;;07:16:17;12:41:03
;;;1124444;0919.359       ;2021-04-12;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:12:25;15:43:49
;;;1124445;0919.359       ;2021-04-13;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:23:36;15:39:26
;;;1124446;0919.359       ;2021-04-14;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:28:12;16:11:31
;;;1124447;0919.359       ;2021-04-15;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:13:21;16:11:05
;;;1124448;0919.359       ;2021-04-16;NC2  ;NC    ;;1;07:30:00;06:00:00;;16:00:00;;23:59:00;;;;;07:10:39;15:53:55
;;;1124449;0919.359       ;2021-04-17;NC3  ;NC    ;;1;07:30:00;06:00:00;;12:30:00;;23:59:00;;;;;07:10:30;12:33:36
;;;1124450;0919.359       ;2021-04-19;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:58:11;16:09:20
;;;1124451;0919.359       ;2021-04-20;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:56:39;16:48:53
;;;1124452;0919.359       ;2021-04-21;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:58:37;16:17:39
;;;1124453;0919.359       ;2021-04-22;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:51:12;16:07:10
;;;1124454;0919.359       ;2021-04-23;NC2  ;NC    ;;1;07:30:00;06:00:00;;16:00:00;;23:59:00;;;;;07:50:56;16:19:58
;;;1124455;0919.359       ;2021-04-24;NC3  ;NC    ;;1;07:30:00;06:00:00;;12:30:00;;23:59:00;;;;;07:44:49;13:04:56
;;;1124456;0919.359       ;2021-04-26;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:43:53;16:03:17
;;;1124457;0919.359       ;2021-04-27;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:48:09;16:05:38
;;;1124458;0919.359       ;2021-04-28;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:55:50;16:02:51
;;;1124460;0919.359       ;2021-04-30;NC2  ;NC    ;;1;07:30:00;06:00:00;;16:00:00;;23:59:00;;;;;07:48:06;16:13:20
;;;1124461;1019.361       ;2021-04-01;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:17:22;16:14:27
;;;1124462;1019.361       ;2021-04-03;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:47:37;15:28:44
;;;1124463;1019.361       ;2021-04-05;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:25:46;18:59:21
;;;1124464;1019.361       ;2021-04-06;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:22:37;16:32:49
;;;1124465;1019.361       ;2021-04-07;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;10:07:31;16:20:55
;;;1124466;1019.361       ;2021-04-08;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:31:04;14:51:33
;;;1124467;1019.361       ;2021-04-09;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;10:09:36;18:16:54
;;;1124468;1019.361       ;2021-04-10;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:54:16;12:54:35
;;;1124469;1019.361       ;2021-04-12;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:36:17;18:23:24
;;;1124470;1019.361       ;2021-04-13;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:59:01;17:06:53
;;;1124471;1019.361       ;2021-04-14;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:04:21;16:10:40
;;;1124472;1019.361       ;2021-04-15;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:41:47;15:50:59
;;;1124473;1019.361       ;2021-04-16;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:32:43;16:22:58
;;;1124474;1019.361       ;2021-04-17;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:47:10;14:49:56
;;;1124475;1019.361       ;2021-04-19;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:57:22;16:21:03
;;;1124476;1019.361       ;2021-04-20;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:15:34;17:36:18
;;;1124477;1019.361       ;2021-04-21;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:51:25;17:51:40
;;;1124478;1019.361       ;2021-04-22;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:45:15;16:11:55
;;;1124479;1019.361       ;2021-04-23;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:27:01;16:08:36
;;;1124480;1019.361       ;2021-04-24;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;08:00:49;13:25:02
;;;1124481;1019.361       ;2021-04-26;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;10:00:42;16:55:38
;;;1124482;1019.361       ;2021-04-27;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:58:41;16:22:17
;;;1124483;1019.361       ;2021-04-28;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:48:47;16:54:09
;;;1124484;1019.361       ;2021-04-29;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;10:03:57;17:19:35
;;;1124485;1019.361       ;2021-04-30;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;10:20:21;16:45:26
;;;1124486;1020.405       ;2021-04-01;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:27:25;15:36:26
;;;1124487;1020.405       ;2021-04-03;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;08:08:42;08:08:42
;;;1124488;1020.405       ;2021-04-05;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:03:09;16:03:15
;;;1124489;1020.405       ;2021-04-06;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:30:51;16:05:55
;;;1124490;1020.405       ;2021-04-07;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:37:01;16:05:48
;;;1124491;1020.405       ;2021-04-08;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:28:58;16:12:08
;;;1124492;1020.405       ;2021-04-09;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:33:33;16:12:55
;;;1124493;1020.405       ;2021-04-10;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;08:05:27;13:04:42
;;;1124494;1020.405       ;2021-04-12;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:35:50;16:07:30
;;;1124495;1020.405       ;2021-04-13;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:37:38;16:06:45
;;;1124496;1020.405       ;2021-04-14;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:35:36;20:45:58
;;;1124497;1020.405       ;2021-04-15;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:08:47;15:42:27
;;;1124498;1020.405       ;2021-04-16;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:56:28;16:23:54
;;;1124499;1020.405       ;2021-04-17;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:39:26;13:00:10
;;;1124500;1020.405       ;2021-04-19;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:37:24;16:11:56
;;;1124501;1020.405       ;2021-04-20;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:26:55;16:17:52
;;;1124502;1020.405       ;2021-04-21;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:45:35;16:14:11
;;;1124503;1020.405       ;2021-04-22;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:45:05;16:12:17
;;;1124504;1020.405       ;2021-04-23;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:47:21;16:33:37
;;;1124505;1020.405       ;2021-04-24;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:49:23;13:05:08
;;;1124506;1020.405       ;2021-04-26;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:46:21;16:19:39
;;;1124507;1020.405       ;2021-04-27;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:43:53;16:47:53
;;;1124508;1020.405       ;2021-04-28;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:49:20;16:15:38
;;;1124509;1020.405       ;2021-04-29;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:55:16;16:21:15
;;;1124510;1020.405       ;2021-04-30;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:52:02;16:11:20
;;;1124511;1020.407       ;2021-04-01;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:13:33;16:45:40
;;;1124512;1020.407       ;2021-04-03;NC3  ;NC    ;;1;07:30:00;06:00:00;;12:30:00;;23:59:00;;;;;07:28:17;08:22:50
;;;1124513;1020.407       ;2021-04-05;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:04:15;17:09:58
;;;1124514;1020.407       ;2021-04-06;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:23:08;17:41:54
;;;1124515;1020.407       ;2021-04-07;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:26:22;15:59:40
;;;1124516;1020.407       ;2021-04-08;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:14:48;16:19:57
;;;1124517;1020.407       ;2021-04-09;NC2  ;NC    ;;1;07:30:00;06:00:00;;16:00:00;;23:59:00;;;;;07:05:55;17:18:34
;;;1124518;1020.407       ;2021-04-10;NC3  ;NC    ;;1;07:30:00;06:00:00;;12:30:00;;23:59:00;;;;;07:31:01;15:11:16
;;;1124519;1020.407       ;2021-04-12;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:27:09;17:50:51
;;;1124520;1020.407       ;2021-04-13;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:20:18;16:18:17
;;;1124521;1020.407       ;2021-04-14;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:32:16;16:11:33
;;;1124522;1020.407       ;2021-04-15;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:49:39;16:06:24
;;;1124523;1020.407       ;2021-04-16;NC2  ;NC    ;;1;07:30:00;06:00:00;;16:00:00;;23:59:00;;;;;07:29:03;16:54:06
;;;1124524;1020.407       ;2021-04-17;NC3  ;NC    ;;1;07:30:00;06:00:00;;12:30:00;;23:59:00;;;;;07:31:10;12:52:21
;;;1124525;1020.407       ;2021-04-19;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:23:41;16:14:15
;;;1124526;1020.407       ;2021-04-20;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:09:05;16:22:51
;;;1124527;1020.407       ;2021-04-21;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:53:32;16:26:28
;;;1124528;1020.407       ;2021-04-22;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:35:46;16:54:21
;;;1124529;1020.407       ;2021-04-23;NC2  ;NC    ;;1;07:30:00;06:00:00;;16:00:00;;23:59:00;;;;;16:40:58;16:41:03
;;;1124530;1020.407       ;2021-04-24;NC3  ;NC    ;;1;07:30:00;06:00:00;;12:30:00;;23:59:00;;;;;07:47:01;13:24:15
;;;1124531;1020.407       ;2021-04-26;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;08:14:12;08:14:12
;;;1124532;1020.407       ;2021-04-27;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;08:17:04;17:08:28
;;;1124533;1020.407       ;2021-04-28;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:57:50;16:50:05
;;;1124534;1020.407       ;2021-04-29;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:36:40;17:23:57
;;;1124535;1020.407       ;2021-04-30;NC2  ;NC    ;;1;07:30:00;06:00:00;;16:00:00;;23:59:00;;;;;07:35:36;16:29:12
;;;1124536;1115.189       ;2021-04-01;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;06:47:43;18:38:09
;;;1124537;1115.189       ;2021-04-03;NC3  ;NC    ;;1;07:30:00;06:00:00;;12:30:00;;23:59:00;;;;;07:13:36;12:50:12
;;;1124538;1115.189       ;2021-04-05;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:19:48;15:39:27
;;;1124539;1115.189       ;2021-04-06;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:13:42;15:35:01
;;;1124540;1115.189       ;2021-04-07;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:24:40;15:32:45
;;;1124541;1115.189       ;2021-04-08;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:19:26;18:44:09
;;;1124542;1115.189       ;2021-04-09;NC2  ;NC    ;;1;07:30:00;06:00:00;;16:00:00;;23:59:00;;;;;07:22:15;16:06:32
;;;1124543;1115.189       ;2021-04-10;NC3  ;NC    ;;1;07:30:00;06:00:00;;12:30:00;;23:59:00;;;;;07:14:58;12:59:09
;;;1124544;1115.189       ;2021-04-12;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:17:54;18:11:21
;;;1124545;1115.189       ;2021-04-13;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:25:02;18:37:20
;;;1124546;1115.189       ;2021-04-14;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:18:02;07:18:03
;;;1124547;1115.189       ;2021-04-15;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:22:33;15:31:28
;;;1124548;1115.189       ;2021-04-16;NC2  ;NC    ;;1;07:30:00;06:00:00;;16:00:00;;23:59:00;;;;;07:25:28;15:32:21
;;;1124549;1115.189       ;2021-04-17;NC3  ;NC    ;;1;07:30:00;06:00:00;;12:30:00;;23:59:00;;;;;07:24:49;12:32:02
;;;1124550;1115.189       ;2021-04-19;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:48:04;16:10:54
;;;1124551;1115.189       ;2021-04-20;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:40:54;16:25:03
;;;1124552;1115.189       ;2021-04-21;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:36:51;16:07:30
;;;1124553;1115.189       ;2021-04-22;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:40:44;16:05:29
;;;1124554;1115.189       ;2021-04-23;NC2  ;NC    ;;1;07:30:00;06:00:00;;16:00:00;;23:59:00;;;;;07:46:25;07:46:26
;;;1124556;1115.189       ;2021-04-26;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:44:13;17:38:17
;;;1124557;1115.189       ;2021-04-27;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:42:08;18:37:23
;;;1124558;1115.189       ;2021-04-28;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:42:12;18:08:27
;;;1124559;1115.189       ;2021-04-29;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:40:50;18:39:24
;;;1124560;1115.189       ;2021-04-30;NC2  ;NC    ;;1;07:30:00;06:00:00;;16:00:00;;23:59:00;;;;;07:40:42;16:00:53
;;;1124561;1217.294       ;2021-04-01;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:29:44;16:46:13
;;;1124562;1217.294       ;2021-04-03;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:36:32;13:31:10
;;;1124563;1217.294       ;2021-04-05;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:27:20;15:07:52
;;;1124564;1217.294       ;2021-04-06;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:29:44;20:16:54
;;;1124565;1217.294       ;2021-04-07;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:27:12;17:21:17
;;;1124566;1217.294       ;2021-04-08;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:29:16;17:47:40
;;;1124567;1217.294       ;2021-04-09;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:26:11;16:07:28
;;;1124568;1217.294       ;2021-04-10;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:26:19;14:47:54
;;;1124569;1217.294       ;2021-04-12;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:26:32;20:51:59
;;;1124570;1217.294       ;2021-04-13;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:28:10;14:02:35
;;;1124571;1217.294       ;2021-04-14;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:28:23;14:41:41
;;;1124572;1217.294       ;2021-04-15;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:29:11;16:08:49
;;;1124573;1217.294       ;2021-04-16;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:27:54;14:39:56
;;;1124574;1217.294       ;2021-04-17;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;08:19:37;13:41:40
;;;1124575;1217.294       ;2021-04-19;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:27:17;18:42:28
;;;1124576;1217.294       ;2021-04-20;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:50:38;15:32:10
;;;1124577;1217.294       ;2021-04-21;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:54:25;15:39:25
;;;1124578;1217.294       ;2021-04-22;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:16:06;15:44:39
;;;1124579;1217.294       ;2021-04-23;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:55:37;21:36:16
;;;1124580;1217.294       ;2021-04-24;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:50:21;07:58:20
;;;1124581;1217.294       ;2021-04-26;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:58:31;14:02:24
;;;1124582;1217.294       ;2021-04-27;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:27:10;14:53:26
;;;1124583;1217.294       ;2021-04-28;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:27:19;16:53:32
;;;1124584;1217.294       ;2021-04-29;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:23:58;15:12:41
;;;1124585;1217.294       ;2021-04-30;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:24:08;14:27:58
;;;1124586;1220.418       ;2021-04-01;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;11:57:49;15:30:54
;;;1124587;1220.418       ;2021-04-03;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;06:53:56;11:54:51
;;;1124588;1220.418       ;2021-04-05;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;;
;;;1124589;1220.418       ;2021-04-06;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:21:56;16:16:54
;;;1124590;1220.418       ;2021-04-07;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:24:20;16:08:08
;;;1124591;1220.418       ;2021-04-08;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:25:11;15:20:09
;;;1124592;1220.418       ;2021-04-09;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:40:05;13:05:23
;;;1124593;1220.418       ;2021-04-10;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:40:50;15:29:52
;;;1124594;1220.418       ;2021-04-12;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:29:17;07:29:17
;;;1124595;1220.418       ;2021-04-13;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;10:27:37;12:39:28
;;;1124596;1220.418       ;2021-04-14;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:25:09;15:43:24
;;;1124597;1220.418       ;2021-04-15;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:22:09;15:06:22
;;;1124598;1220.418       ;2021-04-16;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:22:27;15:09:35
;;;1124599;1220.418       ;2021-04-17;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:29:28;14:43:19
;;;1124600;1220.418       ;2021-04-19;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:50:22;19:14:42
;;;1124601;1220.418       ;2021-04-20;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:58:35;14:03:06
;;;1124602;1220.418       ;2021-04-21;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:45:04;22:19:41
;;;1124603;1220.418       ;2021-04-22;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:45:32;13:53:32
;;;1124604;1220.418       ;2021-04-23;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:45:56;13:15:34
;;;1124605;1220.418       ;2021-04-24;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:52:07;14:39:33
;;;1124606;1220.418       ;2021-04-26;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:00:14;15:12:57
;;;1124607;1220.418       ;2021-04-27;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;06:24:45;14:52:00
;;;1124608;1220.418       ;2021-04-28;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:32:27;16:23:07
;;;1124609;1220.418       ;2021-04-29;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:16:15;15:14:57
;;;1124610;1220.418       ;2021-04-30;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:19:59;15:47:02
;;;1124611;1220.419       ;2021-04-01;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:32:42;10:22:48
;;;1124612;1220.419       ;2021-04-03;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;10:33:09;11:55:41
;;;1124613;1220.419       ;2021-04-05;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:13:28;15:32:20
;;;1124614;1220.419       ;2021-04-06;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:28:37;22:39:19
;;;1124615;1220.419       ;2021-04-07;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;10:22:57;18:09:44
;;;1124616;1220.419       ;2021-04-08;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:29:53;15:23:43
;;;1124617;1220.419       ;2021-04-09;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;10:29:55;15:55:14
;;;1124618;1220.419       ;2021-04-10;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;10:38:52;11:15:29
;;;1124619;1220.419       ;2021-04-12;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:21:39;15:18:23
;;;1124620;1220.419       ;2021-04-13;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:20:03;16:07:09
;;;1124621;1220.419       ;2021-04-14;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;10:06:27;15:20:58
